directed_edge,undirected_edge,route_line,distanceStatus
NCR->TMPT,NCR-TMPT,Thanjavur-Karaikal-Velankanni,NOT_AVAILABLE
TMPT->KIK,KIK-TMPT,Thanjavur-Karaikal-Velankanni,NOT_AVAILABLE
KIK->VLNK,KIK-VLNK,Thanjavur-Karaikal-Velankanni,NOT_AVAILABLE
VM->VKM,VKM-VM,Villupuram-Katpadi Branch,NOT_AVAILABLE
VKM->MMP,MMP-VKM,Villupuram-Katpadi Branch,NOT_AVAILABLE
MMP->AYD,AYD-MMP,Villupuram-Katpadi Branch,NOT_AVAILABLE
AYD->TRK,AYD-TRK,Villupuram-Katpadi Branch,NOT_AVAILABLE
TRK->ACN,ACN-TRK,Villupuram-Katpadi Branch,NOT_AVAILABLE
ACN->AND,ACN-AND,Villupuram-Katpadi Branch,NOT_AVAILABLE
AND->TNI,AND-TNI,Villupuram-Katpadi Branch,NOT_AVAILABLE
TNI->TNM,TNI-TNM,Villupuram-Katpadi Branch,NOT_AVAILABLE
TNM->TJM,TJM-TNM,Villupuram-Katpadi Branch,NOT_AVAILABLE
TJM->AGM,AGM-TJM,Villupuram-Katpadi Branch,NOT_AVAILABLE
AGM->PRL,AGM-PRL,Villupuram-Katpadi Branch,NOT_AVAILABLE
PRL->ARV,ARV-PRL,Villupuram-Katpadi Branch,NOT_AVAILABLE
ARV->MCL,ARV-MCL,Villupuram-Katpadi Branch,NOT_AVAILABLE
MCL->SDPT,MCL-SDPT,Villupuram-Katpadi Branch,NOT_AVAILABLE
SDPT->OPM,OPM-SDPT,Villupuram-Katpadi Branch,NOT_AVAILABLE
OPM->KMM,KMM-OPM,Villupuram-Katpadi Branch,NOT_AVAILABLE
KMM->KNB,KMM-KNB,Villupuram-Katpadi Branch,NOT_AVAILABLE
KNB->PNTR,KNB-PNTR,Villupuram-Katpadi Branch,NOT_AVAILABLE
PNTR->VLR,PNTR-VLR,Villupuram-Katpadi Branch,NOT_AVAILABLE
VLR->KPD,KPD-VLR,Villupuram-Katpadi Branch,NOT_AVAILABLE
KKDI->KNPL,KKDI-KNPL,Karaikkudi-Tiruvarur,NOT_AVAILABLE
KNPL->VMM,KNPL-VMM,Karaikkudi-Tiruvarur,NOT_AVAILABLE
VMM->ATQ,ATQ-VMM,Karaikkudi-Tiruvarur,NOT_AVAILABLE
ATQ->AYI,ATQ-AYI,Karaikkudi-Tiruvarur,NOT_AVAILABLE
AYI->PVI,AYI-PVI,Karaikkudi-Tiruvarur,NOT_AVAILABLE
PVI->PKT,PKT-PVI,Karaikkudi-Tiruvarur,NOT_AVAILABLE
PKT->AMM,AMM-PKT,Karaikkudi-Tiruvarur,NOT_AVAILABLE
AMM->MTT,AMM-MTT,Karaikkudi-Tiruvarur,NOT_AVAILABLE
MTT->TAM,MTT-TAM,Karaikkudi-Tiruvarur,NOT_AVAILABLE
TAM->TTP,TAM-TTP,Karaikkudi-Tiruvarur,NOT_AVAILABLE
TTP->ATB,ATB-TTP,Karaikkudi-Tiruvarur,NOT_AVAILABLE
ATB->MNLI,ATB-MNLI,Karaikkudi-Tiruvarur,NOT_AVAILABLE
MNLI->AMNR,AMNR-MNLI,Karaikkudi-Tiruvarur,NOT_AVAILABLE
AMNR->TNK,AMNR-TNK,Karaikkudi-Tiruvarur,NOT_AVAILABLE
TNK->MARD,MARD-TNK,Karaikkudi-Tiruvarur,NOT_AVAILABLE
MARD->MAX,MARD-MAX,Karaikkudi-Tiruvarur,NOT_AVAILABLE
MAX->TVR,MAX-TVR,Karaikkudi-Tiruvarur,NOT_AVAILABLE
VM->CBU,CBU-VM,Villupuram-Puducherry,NOT_AVAILABLE
CBU->VI,CBU-VI,Villupuram-Puducherry,NOT_AVAILABLE
VI->PDY,PDY-VI,Villupuram-Puducherry,NOT_AVAILABLE
NMJ->MQ,MQ-NMJ,Nidamangalam-Mannargudi,NOT_AVAILABLE
MV->PEM,MV-PEM,Mayiladuthurai to Thiruvarur,NOT_AVAILABLE
PEM->POM,PEM-POM,Mayiladuthurai to Thiruvarur,NOT_AVAILABLE
POM->NNM,NNM-POM,Mayiladuthurai to Thiruvarur,NOT_AVAILABLE
NNM->TVR,NNM-TVR,Mayiladuthurai to Thiruvarur,NOT_AVAILABLE
PEM->ABT,ABT-PEM,Peralam to Karaikal,NOT_AVAILABLE
ABT->PCD,ABT-PCD,Peralam to Karaikal,NOT_AVAILABLE
PCD->TXR,PCD-TXR,Peralam to Karaikal,NOT_AVAILABLE
TXR->KVPT,KVPT-TXR,Peralam to Karaikal,NOT_AVAILABLE
KVPT->KIK,KIK-KVPT,Peralam to Karaikal,NOT_AVAILABLE
