sectionCandidateId,fromStationCode,toStationCode,fromStationName,toStationName,routeName,division,zone,sequence,direction,distance,distanceStatus,sourceId,dataVersionId,verificationStatus,authorityLevel
SEC-MSB-MSF-4c409e,MSB,MSF,Chennai Beach,Chennai Fort,MRTS (MSB-VLCY),CHENNAI,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MSF-MPK-7220a1,MSF,MPK,Chennai Fort,Chennai Park Town,MRTS (MSB-VLCY),CHENNAI,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MPK-MCPT-c0e5ac,MPK,MCPT,Chennai Park Town,Chintadripet,MRTS (MSB-VLCY),CHENNAI,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MCPT-MCPK-0daf7d,MCPT,MCPK,Chintadripet,Chepauk,MRTS (MSB-VLCY),CHENNAI,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MCPK-MTCN-4d461a,MCPK,MTCN,Chepauk,Tirullikeni,MRTS (MSB-VLCY),CHENNAI,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MTCN-MLHS-cb5bc7,MTCN,MLHS,Tirullikeni,Light House,MRTS (MSB-VLCY),CHENNAI,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MLHS-MKAK-b5a0a9,MLHS,MKAK,Light House,Mundakakanni Amman Koil,MRTS (MSB-VLCY),CHENNAI,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MKAK-MTMY-4c2b8a,MKAK,MTMY,Mundakakanni Amman Koil,Thirumayilai,MRTS (MSB-VLCY),CHENNAI,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MTMY-MNDY-f98f1d,MTMY,MNDY,Thirumayilai,Mandaveli,MRTS (MSB-VLCY),CHENNAI,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MNDY-GWYR-81f9b5,MNDY,GWYR,Mandaveli,Greenways Road,MRTS (MSB-VLCY),CHENNAI,SR,11,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-GWYR-KTPM-fbaddf,GWYR,KTPM,Greenways Road,Kotturpuram,MRTS (MSB-VLCY),CHENNAI,SR,12,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KTPM-KTBR-bd297e,KTPM,KTBR,Kotturpuram,Kasturibai Nagar,MRTS (MSB-VLCY),CHENNAI,SR,13,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KTBR-INDR-e28f49,KTBR,INDR,Kasturibai Nagar,Indira Nagar,MRTS (MSB-VLCY),CHENNAI,SR,14,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-INDR-TYMR-2abdd3,INDR,TYMR,Indira Nagar,Tiruvanmiyur,MRTS (MSB-VLCY),CHENNAI,SR,15,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TYMR-TRMN-962be0,TYMR,TRMN,Tiruvanmiyur,Taramani,MRTS (MSB-VLCY),CHENNAI,SR,16,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TRMN-PRGD-1767e6,TRMN,PRGD,Taramani,Perungudi,MRTS (MSB-VLCY),CHENNAI,SR,17,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PRGD-VLCY-a62434,PRGD,VLCY,Perungudi,Velachery,MRTS (MSB-VLCY),CHENNAI,SR,18,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-AJJ-TKO-2fea81,AJJ,TKO,Arakkonam Junction,Takkolam,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TKO-TMLP-09c1df,TKO,TMLP,Takkolam,Tirumalpur,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TMLP-CJ-39d145,TMLP,CJ,Tirumalpur,Kanchipuram,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-CJ-CJE-600949,CJ,CJE,Kanchipuram,Kanchipuram East,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-CJE-NTT-e72ab5,CJE,NTT,Kanchipuram East,Nathapettai,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-NTT-WJ-615222,NTT,WJ,Nathapettai,Walajabad,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-WJ-PYV-7db430,WJ,PYV,Walajabad,Pazhaya Seevaram,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PYV-PALR-e30bb8,PYV,PALR,Pazhaya Seevaram,Palur,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PALR-VB-e4a6b9,PALR,VB,Palur,Villiyambakkam,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VB-RDY-efbbd6,VB,RDY,Villiyambakkam,Reddipalaiyam,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,11,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-RDY-CGL-62ba64,RDY,CGL,Reddipalaiyam,Chengalpattu Junction,Kanchipuram Line (AJJ-CGL),CHENNAI,SR,12,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-AJJ-TRT-309d62,AJJ,TRT,Arakkonam Junction,Tiruttani,Arakkonam-Renigunta Border,CHENNAI,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TRT-POI-6c6c55,TRT,POI,Tiruttani,Ponpadi,Arakkonam-Renigunta Border,CHENNAI,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-POI-VKZ-6a4656,POI,VKZ,Ponpadi,Venkatanarasimharajuvaripeta,Arakkonam-Renigunta Border,CHENNAI,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VKZ-NG-46856b,VKZ,NG,Venkatanarasimharajuvaripeta,Nagari,Arakkonam-Renigunta Border,CHENNAI,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-NG-EKM-7a93b8,NG,EKM,Nagari,Ekambarakuppam,Arakkonam-Renigunta Border,CHENNAI,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-EKM-VGA-ada108,EKM,VGA,Ekambarakuppam,Vepagunta,Arakkonam-Renigunta Border,CHENNAI,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VGA-PUT-f3118d,VGA,PUT,Vepagunta,Puttur,Arakkonam-Renigunta Border,CHENNAI,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PUT-TDK-335b26,PUT,TDK,Puttur,Taduku,Arakkonam-Renigunta Border,CHENNAI,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TDK-PUDI-82b4b3,TDK,PUDI,Taduku,Pudi,Arakkonam-Renigunta Border,CHENNAI,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-JTJ-TPT-00f994,JTJ,TPT,Jolarpettai Junction,Tirupattur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TPT-MOLK-2371a3,TPT,MOLK,Tirupattur,Molakarampatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MOLK-KEY-9648ee,MOLK,KEY,Molakarampatti,Kagankarai,Main Line (JTJ-SA-ED-CBE),SALEM,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KEY-KNNT-02a51a,KEY,KNNT,Kagankarai,Kunnathur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KNNT-SLY-e966ec,KNNT,SLY,Kunnathur,Samalpatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SLY-DST-ad5e36,SLY,DST,Samalpatti,Dasampatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-DST-DPI-73ea3b,DST,DPI,Dasampatti,Doddampatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-DPI-MAP-3a5d69,DPI,MAP,Doddampatti,Morappur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MAP-TNGR-3e10c3,MAP,TNGR,Morappur,Thonganur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TNGR-BDY-7363f9,TNGR,BDY,Thonganur,Buddireddipatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,11,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-BDY-BQI-6517a6,BDY,BQI,Buddireddipatti,Bommidi,Main Line (JTJ-SA-ED-CBE),SALEM,SR,12,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-BQI-LCR-076b88,BQI,LCR,Bommidi,Lokur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,13,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-LCR-DSPT-961772,LCR,DSPT,Lokur,Danishpet,Main Line (JTJ-SA-ED-CBE),SALEM,SR,14,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-DSPT-TNT-b2d229,DSPT,TNT,Danishpet,Tinnappatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,15,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TNT-KPPR-e040a8,TNT,KPPR,Tinnappatti,Karuppur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,16,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KPPR-MGSJ-1b1acd,KPPR,MGSJ,Karuppur,Magnesite Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,17,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MGSJ-SA-d48cc0,MGSJ,SA,Magnesite Junction,Salem Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,18,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SA-NEA-3e4b43,SA,NEA,Salem Junction,Neykkarapatti,Main Line (JTJ-SA-ED-CBE),SALEM,SR,19,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-NEA-VRPD-b0fb65,NEA,VRPD,Neykkarapatti,Virapandy Road,Main Line (JTJ-SA-ED-CBE),SALEM,SR,20,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VRPD-DC-108aeb,VRPD,DC,Virapandy Road,Magudanchavadi,Main Line (JTJ-SA-ED-CBE),SALEM,SR,21,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-DC-MVPM-99da55,DC,MVPM,Magudanchavadi,Mavelipalayam,Main Line (JTJ-SA-ED-CBE),SALEM,SR,22,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MVPM-SGE-35c629,MVPM,SGE,Mavelipalayam,Sankaridurg,Main Line (JTJ-SA-ED-CBE),SALEM,SR,23,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SGE-ANU-cc3639,SGE,ANU,Sankaridurg,Anangur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,24,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-ANU-CV-f579d8,ANU,CV,Anangur,Cauvery,Main Line (JTJ-SA-ED-CBE),SALEM,SR,25,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-CV-ED-9eb2f7,CV,ED,Cauvery,Erode Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,26,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-ED-TPM-4c3ad3,ED,TPM,Erode Junction,Totiyapalayam,Main Line (JTJ-SA-ED-CBE),SALEM,SR,27,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TPM-PY-a81f05,TPM,PY,Totiyapalayam,Perundurai,Main Line (JTJ-SA-ED-CBE),SALEM,SR,28,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PY-IGR-f941cb,PY,IGR,Perundurai,Ingur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,29,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-IGR-VZ-17f8e1,IGR,VZ,Ingur,Vijayamangalam,Main Line (JTJ-SA-ED-CBE),SALEM,SR,30,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VZ-UKL-bbf415,VZ,UKL,Vijayamangalam,Uttukuli,Main Line (JTJ-SA-ED-CBE),SALEM,SR,31,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-UKL-KUY-ed7b42,UKL,KUY,Uttukuli,Kulipalayam,Main Line (JTJ-SA-ED-CBE),SALEM,SR,32,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KUY-TUP-ef57ae,KUY,TUP,Kulipalayam,Tiruppur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,33,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TUP-VNJ-80b62e,TUP,VNJ,Tiruppur,Vanjipalayam,Main Line (JTJ-SA-ED-CBE),SALEM,SR,34,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VNJ-SNO-cb8550,VNJ,SNO,Vanjipalayam,Somanur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,35,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SNO-SUU-fc718e,SNO,SUU,Somanur,Sulur Road,Main Line (JTJ-SA-ED-CBE),SALEM,SR,36,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SUU-IGU-0acb64,SUU,IGU,Sulur Road,Irugur Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,37,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-IGU-SIH-3e265b,IGU,SIH,Irugur Junction,Singanallur,Main Line (JTJ-SA-ED-CBE),SALEM,SR,38,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SIH-PLMD-c32fd5,SIH,PLMD,Singanallur,Pilamedu,Main Line (JTJ-SA-ED-CBE),SALEM,SR,39,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PLMD-CBF-d3ef82,PLMD,CBF,Pilamedu,Coimbatore North Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,40,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-CBF-CBE-877ede,CBF,CBE,Coimbatore North Junction,Coimbatore Junction,Main Line (JTJ-SA-ED-CBE),SALEM,SR,41,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SA-MALR-e17216,SA,MALR,Salem Junction,Mallur,Salem-Namakkal-Karur-Dindigul,SALEM,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MALR-RASP-665d05,MALR,RASP,Mallur,Rasipuram,Salem-Namakkal-Karur-Dindigul,SALEM,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-RASP-KLGN-b992d3,RASP,KLGN,Rasipuram,Kalangani,Salem-Namakkal-Karur-Dindigul,SALEM,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KLGN-NMKL-caa945,KLGN,NMKL,Kalangani,Namakkal,Salem-Namakkal-Karur-Dindigul,SALEM,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-NMKL-MONR-a78d25,NMKL,MONR,Namakkal,Mohanur,Salem-Namakkal-Karur-Dindigul,SALEM,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MONR-VNGL-b04848,MONR,VNGL,Mohanur,Vangal,Salem-Namakkal-Karur-Dindigul,SALEM,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VNGL-KRR-65c25f,VNGL,KRR,Vangal,Karur Junction,Salem-Namakkal-Karur-Dindigul,SALEM,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KRR-VEI-c132dd,KRR,VEI,Karur Junction,Velliyanai,Salem-Namakkal-Karur-Dindigul,SALEM,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VEI-PALM-543cae,VEI,PALM,Velliyanai,Palaiyam,Salem-Namakkal-Karur-Dindigul,SALEM,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PALM-ERI-a91bf3,PALM,ERI,Palaiyam,Eriodu,Salem-Namakkal-Karur-Dindigul,SALEM,SR,11,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-ERI-DG-c2c0e1,ERI,DG,Eriodu,Dindigul Junction,Salem-Namakkal-Karur-Dindigul,SALEM,SR,12,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-ED-CVD-a8e2ad,ED,CVD,Erode Junction,Chavadipalaiyam,Erode-Trichy via Karur,SALEM,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-CVD-PAS-6348b0,CVD,PAS,Chavadipalaiyam,Pasur,Erode-Trichy via Karur,SALEM,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PAS-URL-bf1d7f,PAS,URL,Pasur,Unjalur,Erode-Trichy via Karur,SALEM,SR,4,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-URL-KMD-e1bef0,URL,KMD,Unjalur,Kodumudi,Erode-Trichy via Karur,SALEM,SR,5,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KMD-PGR-2d5e21,KMD,PGR,Kodumudi,Pugalur,Erode-Trichy via Karur,SALEM,SR,6,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PGR-MPLM-2ae8d7,PGR,MPLM,Pugalur,Murthipalayam,Erode-Trichy via Karur,SALEM,SR,7,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MPLM-KRR-3fe160,MPLM,KRR,Murthipalayam,Karur Junction,Erode-Trichy via Karur,SALEM,SR,8,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KRR-VRQ-b9d5c1,KRR,VRQ,Karur Junction,Virarakkiyam,Erode-Trichy via Karur,SALEM,SR,9,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-VRQ-MYU-f73112,VRQ,MYU,Virarakkiyam,Mayanoor,Erode-Trichy via Karur,SALEM,SR,10,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MYU-SEV-7853b1,MYU,SEV,Mayanoor,Sithalavai,Erode-Trichy via Karur,SALEM,SR,11,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SEV-MMH-5e5368,SEV,MMH,Sithalavai,Mahadanapuram,Erode-Trichy via Karur,SALEM,SR,12,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MMH-LP-7bc97f,MMH,LP,Mahadanapuram,Lalapet,Erode-Trichy via Karur,SALEM,SR,13,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-LP-TIC-c45d84,LP,TIC,Lalapet,Timmachipuram,Erode-Trichy via Karur,SALEM,SR,14,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TIC-KLT-0d1abe,TIC,KLT,Timmachipuram,Kulitalai,Erode-Trichy via Karur,SALEM,SR,15,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-KLT-PLI-bf2b34,KLT,PLI,Kulitalai,Pettaivaytalai,Erode-Trichy via Karur,SALEM,SR,16,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PLI-PGN-96c44f,PLI,PGN,Pettaivaytalai,Perugamani,Erode-Trichy via Karur,SALEM,SR,17,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-PGN-EL-9ccdd7,PGN,EL,Perugamani,Elamanur,Erode-Trichy via Karur,SALEM,SR,18,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-EL-JPM-c0d1ca,EL,JPM,Elamanur,Jiyapuram,Erode-Trichy via Karur,SALEM,SR,19,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-JPM-MTNL-6be956,JPM,MTNL,Jiyapuram,Muttarasanallur,Erode-Trichy via Karur,SALEM,SR,20,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-MTNL-TP-e88765,MTNL,TP,Muttarasanallur,Tiruchirappalli Fort,Erode-Trichy via Karur,SALEM,SR,21,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TP-TPE-0427d4,TP,TPE,Tiruchirappalli Fort,Tiruchchirappalli Palakkarai,Erode-Trichy via Karur,SALEM,SR,22,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-TPE-TPJ-34f84b,TPE,TPJ,Tiruchchirappalli Palakkarai,Tiruchirappalli Junction,Erode-Trichy via Karur,SALEM,SR,23,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SA-SXT-32a02f,SA,SXT,Salem Junction,Salem Town,Salem-Vridhachalam,SALEM,SR,2,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
SEC-SXT-APN-c7ee4e,SXT,APN,Salem Town,Ayodhyapattanam,Salem-Vridhachalam,SALEM,SR,3,FORWARD,,NOT_AVAILABLE,SR_DATASET,V1,NOT_VERIFIED,SECONDARY_REFERENCE
