division,route_line,sequence,station_code,orig_station_name,normalized_name,distance
PALAKKAD,Palakkad - Shoranur,4,OTP,Ottappalam,ottappalam,
PALAKKAD,Palakkad - Shoranur,5,MNUR,Mannanur,mannanur,
PALAKKAD,Palakkad - Shoranur,6,SRR,Shoranur Junction,shoranur junction,
PALAKKAD,Shoranur-Mangalore,1,SRR,Shoranur Junction,shoranur junction,
PALAKKAD,Shoranur-Mangalore,2,PTB,Pattambi,pattambi,
PALAKKAD,Shoranur-Mangalore,3,KODN,Kodumunda,kodumunda,
PALAKKAD,Shoranur-Mangalore,4,PUM,Pallippuram,pallippuram,
PALAKKAD,Shoranur-Mangalore,5,KTU,Kuttippuram,kuttippuram,
PALAKKAD,Shoranur-Mangalore,6,TUA,Tirunnavaya,tirunnavaya,
PALAKKAD,Shoranur-Mangalore,7,TIR,Tirur,tirur,
PALAKKAD,Shoranur-Mangalore,8,TA,Tanur,tanur,
PALAKKAD,Shoranur-Mangalore,9,PGI,Parappanangadi,parappanangadi,
PALAKKAD,Shoranur-Mangalore,10,VLI,Vallikunnu,vallikunnu,
PALAKKAD,Shoranur-Mangalore,11,KN,Kadalundi,kadalundi,
PALAKKAD,Shoranur-Mangalore,12,FK,Ferok,ferok,
PALAKKAD,Shoranur-Mangalore,13,KUL,Kallayi,kallayi,
PALAKKAD,Shoranur-Mangalore,14,CLT,Kozhikode,kozhikode,
PALAKKAD,Shoranur-Mangalore,15,VLL,Vellayil,vellayil,
PALAKKAD,Shoranur-Mangalore,16,WH,West Hill,west hill,
PALAKKAD,Shoranur-Mangalore,17,ETR,Elattur,elattur,
PALAKKAD,Shoranur-Mangalore,18,CMC,Chemancheri,chemancheri,
PALAKKAD,Shoranur-Mangalore,19,QLD,Quilandi,quilandi,
PALAKKAD,Shoranur-Mangalore,20,VEK,Vellarakkad,vellarakkad,
PALAKKAD,Shoranur-Mangalore,21,TKT,Tikkotti,tikkotti,
PALAKKAD,Shoranur-Mangalore,22,PYQR,Payyoli,payyoli,
PALAKKAD,Shoranur-Mangalore,23,IGL,Iringal,iringal,
PALAKKAD,Shoranur-Mangalore,24,BDJ,Vadakara,vadakara,
PALAKKAD,Shoranur-Mangalore,25,NAU,Nadapuramold,nadapuramold,
PALAKKAD,Shoranur-Mangalore,26,MUKE,Mukkali,mukkali,
PALAKKAD,Shoranur-Mangalore,27,MAHE,Mahe,mahe,
PALAKKAD,Shoranur-Mangalore,28,JGE,Jagannath Temple Gate,jagannath temple gate,
PALAKKAD,Shoranur-Mangalore,29,TLY,Thalassery,thalassery,
PALAKKAD,Shoranur-Mangalore,30,DMD,Dharmadam,dharmadam,
PALAKKAD,Shoranur-Mangalore,31,ETK,Etakkot,etakkot,
PALAKKAD,Shoranur-Mangalore,32,CS,Kannur South,kannur south,
PALAKKAD,Shoranur-Mangalore,33,CAN,Kannur,kannur,
PALAKKAD,Shoranur-Mangalore,34,VAPM,Valapattanam,valapattanam,
PALAKKAD,Shoranur-Mangalore,35,PPNS,Pappinisseri,pappinisseri,
PALAKKAD,Shoranur-Mangalore,36,KPQ,Kannapuram,kannapuram,
PALAKKAD,Shoranur-Mangalore,37,PAZ,Payangadi,payangadi,
PALAKKAD,Shoranur-Mangalore,38,ELM,Ezhimala,ezhimala,
PALAKKAD,Shoranur-Mangalore,39,PAY,Payyanur,payyanur,
PALAKKAD,Shoranur-Mangalore,40,TKQ,Trikarpur,trikarpur,
PALAKKAD,Shoranur-Mangalore,41,CHV,Charvattur,charvattur,
PALAKKAD,Shoranur-Mangalore,42,NLE,Nileshwar,nileshwar,
PALAKKAD,Shoranur-Mangalore,43,KZE,Kanhangad,kanhangad,
PALAKKAD,Shoranur-Mangalore,44,BFR,Bekal Fort,bekal fort,
PALAKKAD,Shoranur-Mangalore,45,KQK,Kotikulam,kotikulam,
PALAKKAD,Shoranur-Mangalore,46,KLAD,Kalanad,kalanad,
PALAKKAD,Shoranur-Mangalore,47,KGQ,Kasaragod,kasaragod,
PALAKKAD,Shoranur-Mangalore,48,KMQ,Kumbala,kumbala,
PALAKKAD,Shoranur-Mangalore,49,UAA,Uppala,uppala,
PALAKKAD,Shoranur-Mangalore,50,MJS,Manjeshwar,manjeshwar,
PALAKKAD,Shoranur-Mangalore,51,ULL,Ullal,ullal,
PALAKKAD,Shoranur-Mangalore,52,MAQ,Mangalore Central,mangalore central,
PALAKKAD,Shoranur-Mangalore,53,MAJN,Mangalore Junction,mangalore junction,
PALAKKAD,Shoranur-Mangalore,54,PNMB,Panambur,panambur,
PALAKKAD,Shoranur-Mangalore,55,TOK,Thokur,thokur,
PALAKKAD,Shoranur-Mangalore,56,JOKT,Jokatte,jokatte,
PALAKKAD,Palakkad-Pollachi,1,PGT,Palakkad Junction,palakkad junction,
PALAKKAD,Palakkad-Pollachi,2,PGTN,Palakkad Town,palakkad town,
PALAKKAD,Palakkad-Pollachi,3,PDGM,Pudunagaram,pudunagaram,
PALAKKAD,Palakkad-Pollachi,4,VDK,Vadakannikapuram,vadakannikapuram,
PALAKKAD,Palakkad-Pollachi,5,KLGD,Kollengode,kollengode,
PALAKKAD,Palakkad-Pollachi,6,MMDA,Muthalamada,muthalamada,
PALAKKAD,Palakkad-Pollachi,7,MXM,Minatchipuram,minatchipuram,
PALAKKAD,Palakkad-Pollachi,8,POY,Pollachi Junction,pollachi junction,
PALAKKAD,Shoranur-Nilambur,1,SRR,Shoranur Junction,shoranur junction,
PALAKKAD,Shoranur-Nilambur,2,VDKS,Vadanamkurushi,vadanamkurushi,
PALAKKAD,Shoranur-Nilambur,3,VPZ,Vallapuzha,vallapuzha,
PALAKKAD,Shoranur-Nilambur,4,KZC,Kulukkallur,kulukkallur,
PALAKKAD,Shoranur-Nilambur,5,CQA,Cherukara,cherukara,
PALAKKAD,Shoranur-Nilambur,6,AAM,Angadipuram,angadipuram,
PALAKKAD,Shoranur-Nilambur,7,PKQ,Pattikkad,pattikkad,
PALAKKAD,Shoranur-Nilambur,8,MLTR,Melattur,melattur,
PALAKKAD,Shoranur-Nilambur,9,TUV,Tuvvur,tuvvur,
PALAKKAD,Shoranur-Nilambur,10,TDPM,Todiyapulam,todiyapulam,
PALAKKAD,Shoranur-Nilambur,11,VNB,Vaniyambalam,vaniyambalam,
PALAKKAD,Shoranur-Nilambur,12,NIL,Nilambur Road,nilambur road,
TVC,Main Line (via Kottayam),1,SRR,Shoranur Junction,shoranur junction,
TVC,Main Line (via Kottayam),2,VTK,Vallathol Nagar,vallathol nagar,
TVC,Main Line (via Kottayam),3,MUC,Mullurkara,mullurkara,
TVC,Main Line (via Kottayam),4,WKI,Wadakancheri,wadakancheri,
TVC,Main Line (via Kottayam),5,MGK,Mulagunnathukavu,mulagunnathukavu,
TVC,Main Line (via Kottayam),6,PNQ,Punkunnam,punkunnam,
TVC,Main Line (via Kottayam),7,TCR,Thrissur,thrissur,
TVC,Main Line (via Kottayam),8,OLR,Ollur,ollur,
TVC,Main Line (via Kottayam),9,PUK,Pudukkad,pudukkad,
TVC,Main Line (via Kottayam),10,NYI,Nellayi,nellayi,
TVC,Main Line (via Kottayam),11,IJK,Irinjalakuda,irinjalakuda,
TVC,Main Line (via Kottayam),12,CKI,Chalakudi,chalakudi,
TVC,Main Line (via Kottayam),13,DINR,Divine Nagar,divine nagar,
TVC,Main Line (via Kottayam),14,KRAN,Koratti Angadi,koratti angadi,
TVC,Main Line (via Kottayam),15,KUC,Karukkutty,karukkutty,
TVC,Main Line (via Kottayam),16,AFK,Angamaly,angamaly,
TVC,Main Line (via Kottayam),17,CWR,Chovvara,chovvara,
TVC,Main Line (via Kottayam),18,AWY,Aluva,aluva,
TVC,Main Line (via Kottayam),19,KLMR,Kalamassery,kalamassery,
TVC,Main Line (via Kottayam),20,IPL,Idappally,idappally,
TVC,Main Line (via Kottayam),21,ERN,Ernakulam Town,ernakulam town,
TVC,Main Line (via Kottayam),22,ERS,Ernakulam Junction,ernakulam junction,
TVC,Main Line (via Kottayam),23,TRTR,Thrippunithura,thrippunithura,
TVC,Main Line (via Kottayam),24,KFE,Chottanikkara Road,chottanikkara road,
TVC,Main Line (via Kottayam),25,MNTT,Mulanturutti,mulanturutti,
TVC,Main Line (via Kottayam),26,KPTM,Kanjiramittam,kanjiramittam,
TVC,Main Line (via Kottayam),27,PVRD,Piravom Road,piravom road,
TVC,Main Line (via Kottayam),28,VARD,Vaikom Road,vaikom road,
TVC,Main Line (via Kottayam),29,KDTY,Kaduturutty,kaduturutty,
TVC,Main Line (via Kottayam),30,KRPP,Kuruppanthara,kuruppanthara,
TVC,Main Line (via Kottayam),31,ETM,Ettumanur,ettumanur,
TVC,Main Line (via Kottayam),32,KFQ,Kumaranallur,kumaranallur,
TVC,Main Line (via Kottayam),33,KTYM,Kottayam,kottayam,
TVC,Main Line (via Kottayam),34,CGY,Changanassery,changanassery,
TVC,Main Line (via Kottayam),35,TRVL,Tiruvalla,tiruvalla,
TVC,Main Line (via Kottayam),36,CNGR,Chengannur,chengannur,
TVC,Main Line (via Kottayam),37,CYN,Cheriyanad,cheriyanad,
TVC,Main Line (via Kottayam),38,MVLK,Mavelikara,mavelikara,
TVC,Main Line (via Kottayam),39,KYJ,Kayamkulam Junction,kayamkulam junction,
TVC,Main Line (via Kottayam),40,OCR,Ochira,ochira,
TVC,Main Line (via Kottayam),41,KPY,Karunagappally,karunagappally,
TVC,Main Line (via Kottayam),42,STKT,Sasthankotta,sasthankotta,
TVC,Main Line (via Kottayam),43,MQO,Munroturuttu,munroturuttu,
TVC,Main Line (via Kottayam),44,PRND,Perinad,perinad,
TVC,Main Line (via Kottayam),45,QLN,Kollam Junction,kollam junction,
TVC,Main Line (via Kottayam),46,IRP,Eravipuram,eravipuram,
TVC,Main Line (via Kottayam),47,MYY,Mayyanad,mayyanad,
TVC,Main Line (via Kottayam),48,PVU,Paravur,paravur,
TVC,Main Line (via Kottayam),49,KFI,Kappil,kappil,
TVC,Main Line (via Kottayam),50,EVA,Edavai,edavai,
TVC,Main Line (via Kottayam),51,VAK,Varkala Sivagiri,varkala sivagiri,
TVC,Main Line (via Kottayam),52,AMY,Akathumuri,akathumuri,
TVC,Main Line (via Kottayam),53,KVU,Kadakavur,kadakavur,
TVC,Main Line (via Kottayam),54,CRY,Chirayinkeezhu,chirayinkeezhu,
TVC,Main Line (via Kottayam),55,PGZ,Perunguzhi,perunguzhi,
TVC,Main Line (via Kottayam),56,MQU,Murukkampuzha,murukkampuzha,
TVC,Main Line (via Kottayam),57,KXP,Kaniyapuram,kaniyapuram,
TVC,Main Line (via Kottayam),58,KZK,Kazhakuttam,kazhakuttam,
TVC,Main Line (via Kottayam),59,VELI,Veli,veli,
TVC,Main Line (via Kottayam),60,KCVL,Kochuveli,kochuveli,
TVC,Main Line (via Kottayam),61,TVP,Trivandrum Pettah,trivandrum pettah,
TVC,Main Line (via Kottayam),62,TVC,Thiruvananthapuram Central,thiruvananthapuram central,
TVC,Coastal Line (Alappuzha),1,ERS,Ernakulam Junction,ernakulam junction,
TVC,Coastal Line (Alappuzha),2,KUMM,Kumbalam,kumbalam,
TVC,Coastal Line (Alappuzha),3,AROR,Aroor Halt,aroor halt,
TVC,Coastal Line (Alappuzha),4,EZP,Ezhupunna,ezhupunna,
TVC,Coastal Line (Alappuzha),5,TUVR,Turavur,turavur,
TVC,Coastal Line (Alappuzha),6,VAY,Vayalar,vayalar,
TVC,Coastal Line (Alappuzha),7,SRTL,Cherthala,cherthala,
TVC,Coastal Line (Alappuzha),8,TRVZ,Tiruvizha,tiruvizha,
TVC,Coastal Line (Alappuzha),9,MAKM,Mararikulam,mararikulam,
TVC,Coastal Line (Alappuzha),10,KAVR,Kalavur Halt,kalavur halt,
TVC,Coastal Line (Alappuzha),11,TMPY,Tumboli,tumboli,
TVC,Coastal Line (Alappuzha),12,ALLP,Alappuzha,alappuzha,
TVC,Coastal Line (Alappuzha),13,PNPR,Punnapra,punnapra,
TVC,Coastal Line (Alappuzha),14,AMPA,Ambalappuzha,ambalappuzha,
TVC,Coastal Line (Alappuzha),15,TZHI,Takazhi,takazhi,
TVC,Coastal Line (Alappuzha),16,KVTA,Karuvatta Halt,karuvatta halt,
TVC,Coastal Line (Alappuzha),17,HAD,Haripad,haripad,
TVC,Coastal Line (Alappuzha),18,CHPD,Cheppad,cheppad,
TVC,Coastal Line (Alappuzha),19,KYJ,Kayamkulam Junction,kayamkulam junction,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),1,TVC,Thiruvananthapuram Central,thiruvananthapuram central,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),2,NEM,Nemom,nemom,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),3,BRAM,Balaramapuram,balaramapuram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),4,NYY,Neyyattinkara,neyyattinkara,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),5,AMVA,Amaravila,amaravila,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),6,DAVM,Dhanuvachapuram,dhanuvachapuram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),7,PASA,Parassala,parassala,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),8,KZTW,Kulitturai West,kulitturai west,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),9,KZT,Kulitturai,kulitturai,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),10,PYD,Palliyadi,palliyadi,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),11,ERL,Eraniel,eraniel,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),12,VRLR,Virani Alur,virani alur,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),13,NJT,Nagercoil Town,nagercoil town,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),14,NCJ,Nagercoil Junction,nagercoil junction,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),15,SUCH,Suchindram,suchindram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),16,CAPE,Kanyakumari,kanyakumari,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),1,TEN,Tirunelveli Junction,tirunelveli junction,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),2,MP,Melappalaiyam,melappalaiyam,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),3,SGLM,Sengulam,sengulam,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),4,NNN,Nanguneri,nanguneri,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),5,DYS,Dalapathy Samudram,dalapathy samudram,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),6,VLY,Valliyur,valliyur,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),7,NPK,North Panakudi,north panakudi,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),8,KVLK,Kavalkinaru,kavalkinaru,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),9,AAY,Aralvaymozhi,aralvaymozhi,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),10,THX,Tovalai,tovalai,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),11,NCJ,Nagercoil Junction,nagercoil junction,
TVC,Kollam-Sengottai,1,QLN,Kollam Junction,kollam junction,
TVC,Kollam-Sengottai,2,KLQ,Kilikollur,kilikollur,
TVC,Kollam-Sengottai,3,CTPE,Chandanatop,chandanatop,
TVC,Kollam-Sengottai,4,KFV,Kundara East,kundara east,
TVC,Kollam-Sengottai,5,KUV,Kundara,kundara,
TVC,Kollam-Sengottai,6,EKN,Ezhukone,ezhukone,
TVC,Kollam-Sengottai,7,KKZ,Kottarakara,kottarakara,
TVC,Kollam-Sengottai,8,KIF,Kuri,kuri,
TVC,Kollam-Sengottai,9,AVS,Auvaneeswaram,auvaneeswaram,
TVC,Kollam-Sengottai,10,PUU,Punalur,punalur,
TVC,Kollam-Sengottai,11,EDN,Edamann,edamann,
TVC,Kollam-Sengottai,12,OKL,Ottakkal,ottakkal,
TVC,Kollam-Sengottai,13,TML,Tenmalai,tenmalai,
TVC,Kollam-Sengottai,14,KRA,Kazhuthuruthy,kazhuthuruthy,
TVC,Kollam-Sengottai,15,AYV,Aryankavu,aryankavu,
TVC,Kollam-Sengottai,16,BJM,Bhagavathipuram,bhagavathipuram,
TVC,Kollam-Sengottai,17,SCT,Sengottai,sengottai,
MDU,Dindigul-Madurai-Tirunelveli,1,DG,Dindigul Junction,dindigul junction,
MDU,Dindigul-Madurai-Tirunelveli,2,ABI,Ambaturai,ambaturai,
MDU,Dindigul-Madurai-Tirunelveli,3,KQN,Kodaikanal Road,kodaikanal road,
MDU,Dindigul-Madurai-Tirunelveli,4,VDP,Vadippatti,vadippatti,
MDU,Dindigul-Madurai-Tirunelveli,5,SDN,Sholavandan,sholavandan,
MDU,Dindigul-Madurai-Tirunelveli,6,SER,Samayanallur,samayanallur,
MDU,Dindigul-Madurai-Tirunelveli,7,KON,Kudalnagar,kudalnagar,
MDU,Dindigul-Madurai-Tirunelveli,8,MDU,Madurai Junction,madurai junction,
MDU,Dindigul-Madurai-Tirunelveli,9,TDN,Tirupparankundram,tirupparankundram,
MDU,Dindigul-Madurai-Tirunelveli,10,TMQ,Tirumangalam,tirumangalam,
MDU,Dindigul-Madurai-Tirunelveli,11,KGD,Kalligudi,kalligudi,
MDU,Dindigul-Madurai-Tirunelveli,12,VPT,Virudhunagar Junction,virudhunagar junction,
MDU,Dindigul-Madurai-Tirunelveli,13,TY,Tulukapati,tulukapati,
MDU,Dindigul-Madurai-Tirunelveli,14,SRT,Sattur,sattur,
MDU,Dindigul-Madurai-Tirunelveli,15,NLL,Nalli,nalli,
MDU,Dindigul-Madurai-Tirunelveli,16,CVP,Kovilpatti,kovilpatti,
MDU,Dindigul-Madurai-Tirunelveli,17,KDU,Kadambur,kadambur,
MDU,Dindigul-Madurai-Tirunelveli,18,IVL,Ilavelangal,ilavelangal,
MDU,Dindigul-Madurai-Tirunelveli,19,MEJ,Vanchi Maniyachchi,vanchi maniyachchi,
MDU,Dindigul-Madurai-Tirunelveli,20,NRK,Naraikkinaru,naraikkinaru,
MDU,Dindigul-Madurai-Tirunelveli,21,GDN,Gangaikondan,gangaikondan,
MDU,Dindigul-Madurai-Tirunelveli,22,TAY,Talaiyuthu,talaiyuthu,
MDU,Dindigul-Madurai-Tirunelveli,23,TEN,Tirunelveli Junction,tirunelveli junction,
MDU,Madurai-Rameswaram,1,MDU,Madurai Junction,madurai junction,
MDU,Madurai-Rameswaram,2,MES,Madurai East,madurai east,
MDU,Madurai-Rameswaram,3,ILA,Silaiman,silaiman,
MDU,Madurai-Rameswaram,4,TVN,Tiruppuvanam,tiruppuvanam,
MDU,Madurai-Rameswaram,5,TPC,Tiruppachetti,tiruppachetti,
MDU,Madurai-Rameswaram,6,RAGM,Rajagambiram,rajagambiram,
MDU,Madurai-Rameswaram,7,MNM,Manamadurai Junction,manamadurai junction,
MDU,Madurai-Rameswaram,8,SUX,Sudiyur,sudiyur,
MDU,Madurai-Rameswaram,9,PMK,Paramakudi,paramakudi,
MDU,Madurai-Rameswaram,10,SQD,Sattirakkudi,sattirakkudi,
MDU,Madurai-Rameswaram,11,RMD,Ramanathapuram,ramanathapuram,
MDU,Madurai-Rameswaram,12,VTV,Valantaravai,valantaravai,
MDU,Madurai-Rameswaram,13,UCP,Uchippuli,uchippuli,
MDU,Madurai-Rameswaram,14,MC,Mandapam Camp,mandapam camp,
MDU,Madurai-Rameswaram,15,MMM,Mandapam,mandapam,
MDU,Madurai-Rameswaram,16,PBM,Pamban Junction,pamban junction,
MDU,Madurai-Rameswaram,17,RMM,Rameswaram,rameswaram,
MDU,Virudhunagar-Sengottai,1,VPT,Virudhunagar Junction,virudhunagar junction,
MDU,Virudhunagar-Sengottai,2,TTL,Tiruttangal,tiruttangal,
MDU,Virudhunagar-Sengottai,3,SVKS,Sivakasi,sivakasi,
MDU,Virudhunagar-Sengottai,4,SVPR,Srivilliputtur,srivilliputtur,
MDU,Virudhunagar-Sengottai,5,RJPM,Rajapalayam,rajapalayam,
MDU,Virudhunagar-Sengottai,6,CPM,Cholapuram,cholapuram,
MDU,Virudhunagar-Sengottai,7,SNKL,Sankarankovil,sankarankovil,
MDU,Virudhunagar-Sengottai,8,PBKS,Pamba Kovil Shandy,pamba kovil shandy,
MDU,Virudhunagar-Sengottai,9,KDNL,Kadayanallur,kadayanallur,
MDU,Virudhunagar-Sengottai,10,TSI,Tenkasi Junction,tenkasi junction,
MDU,Virudhunagar-Sengottai,11,SCT,Sengottai,sengottai,
MDU,Tirunelveli to Sengottai,1,TEN,Tirunelveli Junction,tirunelveli junction,
MDU,Tirunelveli to Sengottai,2,TYT,Tirunelveli Town,tirunelveli town,
MDU,Tirunelveli to Sengottai,3,PEA,Pettai,pettai,
MDU,Tirunelveli to Sengottai,4,SMD,Cheranmahadevi,cheranmahadevi,
MDU,Tirunelveli to Sengottai,5,KARK,Karaikkurichi,karaikkurichi,
MDU,Tirunelveli to Sengottai,6,VVR,Viravanallur,viravanallur,
MDU,Tirunelveli to Sengottai,7,KIC,Kallidaikurichi,kallidaikurichi,
MDU,Tirunelveli to Sengottai,8,ASD,Ambasamudram,ambasamudram,
MDU,Tirunelveli to Sengottai,9,KIB,Kizha Ambur,kizha ambur,
MDU,Tirunelveli to Sengottai,10,AZK,Alwarkurichi,alwarkurichi,
MDU,Tirunelveli to Sengottai,11,RVS,Ravanasamudram,ravanasamudram,
MDU,Tirunelveli to Sengottai,12,KKY,Kizhakadayam,kizhakadayam,
MDU,Tirunelveli to Sengottai,13,MTE,Mettur,mettur,
MDU,Tirunelveli to Sengottai,14,PCM,Pavurchatram,pavurchatram,
MDU,Tirunelveli to Sengottai,15,KYZ,Kizha Puliyur,kizha puliyur,
MDU,Tirunelveli to Sengottai,16,TSI,Tenkasi Junction,tenkasi junction,
MDU,Tirunelveli to Sengottai,17,SCT,Sengottai,sengottai,
MDU,Tirunelveli to Tiruchendur,1,TEN,Tirunelveli Junction,tirunelveli junction,
MDU,Tirunelveli to Tiruchendur,2,PCO,Palayamkottai,palayamkottai,
MDU,Tirunelveli to Tiruchendur,3,SDNR,Seydunganallur,seydunganallur,
MDU,Tirunelveli to Tiruchendur,4,TTQ,Thathankulam,thathankulam,
MDU,Tirunelveli to Tiruchendur,5,SVV,Srivaikuntam,srivaikuntam,
MDU,Tirunelveli to Tiruchendur,6,AWT,Alwar Tirunagri,alwar tirunagri,
MDU,Tirunelveli to Tiruchendur,7,NZT,Nazareth,nazareth,
MDU,Tirunelveli to Tiruchendur,8,KCHV,Kachchanvilai,kachchanvilai,
MDU,Tirunelveli to Tiruchendur,9,KZB,Kurumbur,kurumbur,
MDU,Tirunelveli to Tiruchendur,10,ANY,Arumuganeri,arumuganeri,
MDU,Tirunelveli to Tiruchendur,11,KZY,Kayalpattinam,kayalpattinam,
MDU,Tirunelveli to Tiruchendur,12,TCN,Tiruchendur,tiruchendur,
MDU,Madurai Junction–Bodinayakanur,1,MDU,Madurai Junction,madurai junction,
MDU,Madurai Junction–Bodinayakanur,2,VAJ,Vadapalanji,vadapalanji,
MDU,Madurai Junction–Bodinayakanur,3,USLP,Usilampatti,usilampatti,
MDU,Madurai Junction–Bodinayakanur,4,ADPT,Andipatti,andipatti,
MDU,Madurai Junction–Bodinayakanur,5,TENI,Theni,theni,
MDU,Madurai Junction–Bodinayakanur,6,BDNK,Bodinayakanur,bodinayakanur,
MDU,Vanchi Maniyachchi Junction – Tuticorin,1,MEJ,Vanchi Maniyachchi Junction,vanchi maniyachchi junction,
MDU,Vanchi Maniyachchi Junction – Tuticorin,2,KLPM,Kailasapuram,kailasapuram,
MDU,Vanchi Maniyachchi Junction – Tuticorin,3,TIP,Tattapparai,tattapparai,
MDU,Vanchi Maniyachchi Junction – Tuticorin,4,MVN,Milavittan,milavittan,
MDU,Vanchi Maniyachchi Junction – Tuticorin,5,TME,Tuti Melur,tuti melur,
MDU,Vanchi Maniyachchi Junction – Tuticorin,6,TN,Tuticorin,tuticorin,
MDU,Manamadurai-Virudhunagar,1,MNM,Manamadurai Junction,manamadurai junction,
MDU,Manamadurai-Virudhunagar,2,NKK,Narikkudi,narikkudi,
MDU,Manamadurai-Virudhunagar,3,TCH,Tiruchchuli,tiruchchuli,
MDU,Manamadurai-Virudhunagar,4,APK,Aruppukkottai,aruppukkottai,
MDU,Manamadurai-Virudhunagar,5,VPT,Virudhunagar Junction,virudhunagar junction,
MDU,Manamadurai-Trichy (via Karaikkudi),1,MNM,Manamadurai Junction,manamadurai junction,
MDU,Manamadurai-Trichy (via Karaikkudi),2,MEKM,Melakkonnakkulam,melakkonnakkulam,
MDU,Manamadurai-Trichy (via Karaikkudi),3,SVGA,Sivaganga,sivaganga,
MDU,Manamadurai-Trichy (via Karaikkudi),4,PNGI,Panangudi,panangudi,
MDU,Manamadurai-Trichy (via Karaikkudi),5,KAL,Kallal,kallal,
MDU,Manamadurai-Trichy (via Karaikkudi),6,DKO,Devakottai Road,devakottai road,
MDU,Manamadurai-Trichy (via Karaikkudi),7,KKDI,Karaikkudi Junction,karaikkudi junction,
MDU,Manamadurai-Trichy (via Karaikkudi),8,KTYR,Kottaiyur,kottaiyur,
MDU,Manamadurai-Trichy (via Karaikkudi),9,CTND,Chettinad,chettinad,
MDU,Manamadurai-Trichy (via Karaikkudi),10,TYM,Tirumayam,tirumayam,
MDU,Manamadurai-Trichy (via Karaikkudi),11,NMN,Namanasamudram,namanasamudram,
MDU,Manamadurai-Trichy (via Karaikkudi),12,PDKT,Pudukkottai,pudukkottai,
MDU,Manamadurai-Trichy (via Karaikkudi),13,VEL,Vellanur,vellanur,
MDU,Manamadurai-Trichy (via Karaikkudi),14,KRUR,Keeranur,keeranur,
MDU,Manamadurai-Trichy (via Karaikkudi),15,KRMG,Kumaramangalam,kumaramangalam,
MDU,Manamadurai-Trichy (via Karaikkudi),16,TPJ,Tiruchirappalli Junction,tiruchirappalli junction,
TRICHY,Villupuram-Trichy Chord,1,VM,Villupuram Junction,villupuram junction,
TRICHY,Villupuram-Trichy Chord,2,TVNL,Tiruvennainallur,tiruvennainallur,
TRICHY,Villupuram-Trichy Chord,3,PRT,Panruti,panruti,
TRICHY,Villupuram-Trichy Chord,4,ULU,Ulundurpet,ulundurpet,
TRICHY,Villupuram-Trichy Chord,5,PVN,Puvanur,puvanur,
TRICHY,Villupuram-Trichy Chord,6,VRI,Vridhachalam Junction,vridhachalam junction,
TRICHY,Villupuram-Trichy Chord,7,VRT,Vriddhachalam Town,vriddhachalam town,
TRICHY,Villupuram-Trichy Chord,8,PNDM,Pennadam,pennadam,
TRICHY,Villupuram-Trichy Chord,9,ICG,Ichchangadu,ichchangadu,
TRICHY,Villupuram-Trichy Chord,10,MTUR,Mathur,mathur,
TRICHY,Villupuram-Trichy Chord,11,SNDI,Sendurai,sendurai,
TRICHY,Villupuram-Trichy Chord,12,ALU,Ariyalur,ariyalur,
TRICHY,Villupuram-Trichy Chord,13,SLTH,Sillakkudi,sillakkudi,
TRICHY,Villupuram-Trichy Chord,14,KLGM,Kallagam,kallagam,
TRICHY,Villupuram-Trichy Chord,15,KKPM,Kallakkudi Palanganatham,kallakkudi palanganatham,
TRICHY,Villupuram-Trichy Chord,16,PMB,Pullambadi,pullambadi,
TRICHY,Villupuram-Trichy Chord,17,KTTR,Kattur,kattur,
TRICHY,Villupuram-Trichy Chord,18,LLI,Lalgudi,lalgudi,
TRICHY,Villupuram-Trichy Chord,19,VLDE,Valadi,valadi,
TRICHY,Villupuram-Trichy Chord,20,BXS,Pichchandarkovil,pichchandarkovil,
