division,route_line,sequence,station_code,station_name,distance_km_from_origin
PALAKKAD,Palakkad-Pollachi,2,PGTN,Palakkad Town,
PALAKKAD,Palakkad-Pollachi,3,PDGM,Pudunagaram,
PALAKKAD,Palakkad-Pollachi,4,VDK,Vadakannikapuram,
PALAKKAD,Palakkad-Pollachi,5,KLGD,Kollengode,
PALAKKAD,Palakkad-Pollachi,6,MMDA,Muthalamada,
PALAKKAD,Palakkad-Pollachi,7,MXM,Minatchipuram,
PALAKKAD,Palakkad-Pollachi,8,POY,Pollachi Junction,
PALAKKAD,Shoranur-Nilambur,1,SRR,Shoranur Junction,
PALAKKAD,Shoranur-Nilambur,2,VDKS,Vadanamkurushi,
PALAKKAD,Shoranur-Nilambur,3,VPZ,Vallapuzha,
PALAKKAD,Shoranur-Nilambur,4,KZC,Kulukkallur,
PALAKKAD,Shoranur-Nilambur,5,CQA,Cherukara,
PALAKKAD,Shoranur-Nilambur,6,AAM,Angadipuram,
PALAKKAD,Shoranur-Nilambur,7,PKQ,Pattikkad,
PALAKKAD,Shoranur-Nilambur,8,MLTR,Melattur,
PALAKKAD,Shoranur-Nilambur,9,TUV,Tuvvur,
PALAKKAD,Shoranur-Nilambur,10,TDPM,Todiyapulam,
PALAKKAD,Shoranur-Nilambur,11,VNB,Vaniyambalam,
PALAKKAD,Shoranur-Nilambur,12,NIL,Nilambur Road,
TVC,Main Line (via Kottayam),1,SRR,Shoranur Junction,
TVC,Main Line (via Kottayam),2,VTK,Vallathol Nagar,
TVC,Main Line (via Kottayam),3,MUC,Mullurkara,
TVC,Main Line (via Kottayam),4,WKI,Wadakancheri,
TVC,Main Line (via Kottayam),5,MGK,Mulagunnathukavu,
TVC,Main Line (via Kottayam),6,PNQ,Punkunnam,
TVC,Main Line (via Kottayam),7,TCR,Thrissur,
TVC,Main Line (via Kottayam),8,OLR,Ollur,
TVC,Main Line (via Kottayam),9,PUK,Pudukkad,
TVC,Main Line (via Kottayam),10,NYI,Nellayi,
TVC,Main Line (via Kottayam),11,IJK,Irinjalakuda,
TVC,Main Line (via Kottayam),12,CKI,Chalakudi,
TVC,Main Line (via Kottayam),13,DINR,Divine Nagar,
TVC,Main Line (via Kottayam),14,KRAN,Koratti Angadi,
TVC,Main Line (via Kottayam),15,KUC,Karukkutty,
TVC,Main Line (via Kottayam),16,AFK,Angamaly,
TVC,Main Line (via Kottayam),17,CWR,Chovvara,
TVC,Main Line (via Kottayam),18,AWY,Aluva,
TVC,Main Line (via Kottayam),19,KLMR,Kalamassery,
TVC,Main Line (via Kottayam),20,IPL,Idappally,
TVC,Main Line (via Kottayam),21,ERN,Ernakulam Town,
TVC,Main Line (via Kottayam),22,ERS,Ernakulam Junction,
TVC,Main Line (via Kottayam),23,TRTR,Thrippunithura,
TVC,Main Line (via Kottayam),24,KFE,Chottanikkara Road,
TVC,Main Line (via Kottayam),25,MNTT,Mulanturutti,
TVC,Main Line (via Kottayam),26,KPTM,Kanjiramittam,
TVC,Main Line (via Kottayam),27,PVRD,Piravom Road,
TVC,Main Line (via Kottayam),28,VARD,Vaikom Road,
TVC,Main Line (via Kottayam),29,KDTY,Kaduturutty,
TVC,Main Line (via Kottayam),30,KRPP,Kuruppanthara,
TVC,Main Line (via Kottayam),31,ETM,Ettumanur,
TVC,Main Line (via Kottayam),32,KFQ,Kumaranallur,
TVC,Main Line (via Kottayam),33,KTYM,Kottayam,
TVC,Main Line (via Kottayam),34,CGY,Changanassery,
TVC,Main Line (via Kottayam),35,TRVL,Tiruvalla,
TVC,Main Line (via Kottayam),36,CNGR,Chengannur,
TVC,Main Line (via Kottayam),37,CYN,Cheriyanad,
TVC,Main Line (via Kottayam),38,MVLK,Mavelikara,
TVC,Main Line (via Kottayam),39,KYJ,Kayamkulam Junction,
TVC,Main Line (via Kottayam),40,OCR,Ochira,
TVC,Main Line (via Kottayam),41,KPY,Karunagappally,
TVC,Main Line (via Kottayam),42,STKT,Sasthankotta,
TVC,Main Line (via Kottayam),43,MQO,Munroturuttu,
TVC,Main Line (via Kottayam),44,PRND,Perinad,
TVC,Main Line (via Kottayam),45,QLN,Kollam Junction,
TVC,Main Line (via Kottayam),46,IRP,Eravipuram,
TVC,Main Line (via Kottayam),47,MYY,Mayyanad,
TVC,Main Line (via Kottayam),48,PVU,Paravur,
TVC,Main Line (via Kottayam),49,KFI,Kappil,
TVC,Main Line (via Kottayam),50,EVA,Edavai,
TVC,Main Line (via Kottayam),51,VAK,Varkala Sivagiri,
TVC,Main Line (via Kottayam),52,AMY,Akathumuri,
TVC,Main Line (via Kottayam),53,KVU,Kadakavur,
TVC,Main Line (via Kottayam),54,CRY,Chirayinkeezhu,
TVC,Main Line (via Kottayam),55,PGZ,Perunguzhi,
TVC,Main Line (via Kottayam),56,MQU,Murukkampuzha,
TVC,Main Line (via Kottayam),57,KXP,Kaniyapuram,
TVC,Main Line (via Kottayam),58,KZK,Kazhakuttam,
TVC,Main Line (via Kottayam),59,VELI,Veli,
TVC,Main Line (via Kottayam),60,KCVL,Kochuveli,
TVC,Main Line (via Kottayam),61,TVP,Trivandrum Pettah,
TVC,Main Line (via Kottayam),62,TVC,Thiruvananthapuram Central,
TVC,Coastal Line (Alappuzha),1,ERS,Ernakulam Junction,
TVC,Coastal Line (Alappuzha),2,KUMM,Kumbalam,
TVC,Coastal Line (Alappuzha),3,AROR,Aroor Halt,
TVC,Coastal Line (Alappuzha),4,EZP,Ezhupunna,
TVC,Coastal Line (Alappuzha),5,TUVR,Turavur,
TVC,Coastal Line (Alappuzha),6,VAY,Vayalar,
TVC,Coastal Line (Alappuzha),7,SRTL,Cherthala,
TVC,Coastal Line (Alappuzha),8,TRVZ,Tiruvizha,
TVC,Coastal Line (Alappuzha),9,MAKM,Mararikulam,
TVC,Coastal Line (Alappuzha),10,KAVR,Kalavur Halt,
TVC,Coastal Line (Alappuzha),11,TMPY,Tumboli,
TVC,Coastal Line (Alappuzha),12,ALLP,Alappuzha,
TVC,Coastal Line (Alappuzha),13,PNPR,Punnapra,
TVC,Coastal Line (Alappuzha),14,AMPA,Ambalappuzha,
TVC,Coastal Line (Alappuzha),15,TZHI,Takazhi,
TVC,Coastal Line (Alappuzha),16,KVTA,Karuvatta Halt,
TVC,Coastal Line (Alappuzha),17,HAD,Haripad,
TVC,Coastal Line (Alappuzha),18,CHPD,Cheppad,
TVC,Coastal Line (Alappuzha),19,KYJ,Kayamkulam Junction,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),1,TVC,Thiruvananthapuram Central,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),2,NEM,Nemom,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),3,BRAM,Balaramapuram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),4,NYY,Neyyattinkara,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),5,AMVA,Amaravila,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),6,DAVM,Dhanuvachapuram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),7,PASA,Parassala,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),8,KZTW,Kulitturai West,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),9,KZT,Kulitturai,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),10,PYD,Palliyadi,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),11,ERL,Eraniel,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),12,VRLR,Virani Alur,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),13,NJT,Nagercoil Town,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),14,NCJ,Nagercoil Junction,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),15,SUCH,Suchindram,
TVC,Thiruvananthapuram (TVC) - Kanyakumari (CAPE),16,CAPE,Kanyakumari,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),1,TEN,Tirunelveli Junction,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),2,MP,Melappalaiyam,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),3,SGLM,Sengulam,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),4,NNN,Nanguneri,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),5,DYS,Dalapathy Samudram,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),6,VLY,Valliyur,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),7,NPK,North Panakudi,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),8,KVLK,Kavalkinaru,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),9,AAY,Aralvaymozhi,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),10,THX,Tovalai,
TVC,Tirunelveli (TEN) - Nagercoil (NCJ),11,NCJ,Nagercoil Junction,
TVC,Kollam-Sengottai,1,QLN,Kollam Junction,
TVC,Kollam-Sengottai,2,KLQ,Kilikollur,
TVC,Kollam-Sengottai,3,CTPE,Chandanatop,
TVC,Kollam-Sengottai,4,KFV,Kundara East,
TVC,Kollam-Sengottai,5,KUV,Kundara,
TVC,Kollam-Sengottai,6,EKN,Ezhukone,
TVC,Kollam-Sengottai,7,KKZ,Kottarakara,
TVC,Kollam-Sengottai,8,KIF,Kuri,
TVC,Kollam-Sengottai,9,AVS,Auvaneeswaram,
TVC,Kollam-Sengottai,10,PUU,Punalur,
TVC,Kollam-Sengottai,11,EDN,Edamann,
TVC,Kollam-Sengottai,12,OKL,Ottakkal,
TVC,Kollam-Sengottai,13,TML,Tenmalai,
TVC,Kollam-Sengottai,14,KRA,Kazhuthuruthy,
TVC,Kollam-Sengottai,15,AYV,Aryankavu,
TVC,Kollam-Sengottai,16,BJM,Bhagavathipuram,
TVC,Kollam-Sengottai,17,SCT,Sengottai,
MDU,Dindigul-Madurai-Tirunelveli,1,DG,Dindigul Junction,
MDU,Dindigul-Madurai-Tirunelveli,2,ABI,Ambaturai,
MDU,Dindigul-Madurai-Tirunelveli,3,KQN,Kodaikanal Road,
MDU,Dindigul-Madurai-Tirunelveli,4,VDP,Vadippatti,
MDU,Dindigul-Madurai-Tirunelveli,5,SDN,Sholavandan,
MDU,Dindigul-Madurai-Tirunelveli,6,SER,Samayanallur,
MDU,Dindigul-Madurai-Tirunelveli,7,KON,Kudalnagar,
MDU,Dindigul-Madurai-Tirunelveli,8,MDU,Madurai Junction,
MDU,Dindigul-Madurai-Tirunelveli,9,TDN,Tirupparankundram,
MDU,Dindigul-Madurai-Tirunelveli,10,TMQ,Tirumangalam,
MDU,Dindigul-Madurai-Tirunelveli,11,KGD,Kalligudi,
MDU,Dindigul-Madurai-Tirunelveli,12,VPT,Virudhunagar Junction,
MDU,Dindigul-Madurai-Tirunelveli,13,TY,Tulukapati,
MDU,Dindigul-Madurai-Tirunelveli,14,SRT,Sattur,
MDU,Dindigul-Madurai-Tirunelveli,15,NLL,Nalli,
MDU,Dindigul-Madurai-Tirunelveli,16,CVP,Kovilpatti,
MDU,Dindigul-Madurai-Tirunelveli,17,KDU,Kadambur,
MDU,Dindigul-Madurai-Tirunelveli,18,IVL,Ilavelangal,
MDU,Dindigul-Madurai-Tirunelveli,19,MEJ,Vanchi Maniyachchi,
MDU,Dindigul-Madurai-Tirunelveli,20,NRK,Naraikkinaru,
MDU,Dindigul-Madurai-Tirunelveli,21,GDN,Gangaikondan,
MDU,Dindigul-Madurai-Tirunelveli,22,TAY,Talaiyuthu,
MDU,Dindigul-Madurai-Tirunelveli,23,TEN,Tirunelveli Junction,
MDU,Madurai-Rameswaram,1,MDU,Madurai Junction,
MDU,Madurai-Rameswaram,2,MES,Madurai East,
MDU,Madurai-Rameswaram,3,ILA,Silaiman,
MDU,Madurai-Rameswaram,4,TVN,Tiruppuvanam,
MDU,Madurai-Rameswaram,5,TPC,Tiruppachetti,
MDU,Madurai-Rameswaram,6,RAGM,Rajagambiram,
MDU,Madurai-Rameswaram,7,MNM,Manamadurai Junction,
MDU,Madurai-Rameswaram,8,SUX,Sudiyur,
MDU,Madurai-Rameswaram,9,PMK,Paramakudi,
MDU,Madurai-Rameswaram,10,SQD,Sattirakkudi,
MDU,Madurai-Rameswaram,11,RMD,Ramanathapuram,
MDU,Madurai-Rameswaram,12,VTV,Valantaravai,
MDU,Madurai-Rameswaram,13,UCP,Uchippuli,
MDU,Madurai-Rameswaram,14,MC,Mandapam Camp,
MDU,Madurai-Rameswaram,15,MMM,Mandapam,
MDU,Madurai-Rameswaram,16,PBM,Pamban Junction,
MDU,Madurai-Rameswaram,17,RMM,Rameswaram,
MDU,Virudhunagar-Sengottai,1,VPT,Virudhunagar Junction,
MDU,Virudhunagar-Sengottai,2,TTL,Tiruttangal,
MDU,Virudhunagar-Sengottai,3,SVKS,Sivakasi,
MDU,Virudhunagar-Sengottai,4,SVPR,Srivilliputtur,
MDU,Virudhunagar-Sengottai,5,RJPM,Rajapalayam,
MDU,Virudhunagar-Sengottai,6,CPM,Cholapuram,
MDU,Virudhunagar-Sengottai,7,SNKL,Sankarankovil,
MDU,Virudhunagar-Sengottai,8,PBKS,Pamba Kovil Shandy,
MDU,Virudhunagar-Sengottai,9,KDNL,Kadayanallur,
MDU,Virudhunagar-Sengottai,10,TSI,Tenkasi Junction,
MDU,Virudhunagar-Sengottai,11,SCT,Sengottai,
MDU,Tirunelveli to Sengottai,1,TEN,Tirunelveli Junction,
MDU,Tirunelveli to Sengottai,2,TYT,Tirunelveli Town,
MDU,Tirunelveli to Sengottai,3,PEA,Pettai,
MDU,Tirunelveli to Sengottai,4,SMD,Cheranmahadevi,
MDU,Tirunelveli to Sengottai,5,KARK,Karaikkurichi,
MDU,Tirunelveli to Sengottai,6,VVR,Viravanallur,
MDU,Tirunelveli to Sengottai,7,KIC,Kallidaikurichi,
MDU,Tirunelveli to Sengottai,8,ASD,Ambasamudram,
MDU,Tirunelveli to Sengottai,9,KIB,Kizha Ambur,
MDU,Tirunelveli to Sengottai,10,AZK,Alwarkurichi,
MDU,Tirunelveli to Sengottai,11,RVS,Ravanasamudram,
MDU,Tirunelveli to Sengottai,12,KKY,Kizhakadayam,
MDU,Tirunelveli to Sengottai,13,MTE,Mettur,
MDU,Tirunelveli to Sengottai,14,PCM,Pavurchatram,
MDU,Tirunelveli to Sengottai,15,KYZ,Kizha Puliyur,
MDU,Tirunelveli to Sengottai,16,TSI,Tenkasi Junction,
MDU,Tirunelveli to Sengottai,17,SCT,Sengottai,
MDU,Tirunelveli to Tiruchendur,1,TEN,Tirunelveli Junction,
MDU,Tirunelveli to Tiruchendur,2,PCO,Palayamkottai,
MDU,Tirunelveli to Tiruchendur,3,SDNR,Seydunganallur,
MDU,Tirunelveli to Tiruchendur,4,TTQ,Thathankulam,
MDU,Tirunelveli to Tiruchendur,5,SVV,Srivaikuntam,
MDU,Tirunelveli to Tiruchendur,6,AWT,Alwar Tirunagri,
MDU,Tirunelveli to Tiruchendur,7,NZT,Nazareth,
MDU,Tirunelveli to Tiruchendur,8,KCHV,Kachchanvilai,
MDU,Tirunelveli to Tiruchendur,9,KZB,Kurumbur,
MDU,Tirunelveli to Tiruchendur,10,ANY,Arumuganeri,
MDU,Tirunelveli to Tiruchendur,11,KZY,Kayalpattinam,
MDU,Tirunelveli to Tiruchendur,12,TCN,Tiruchendur,
MDU,Madurai Junction–Bodinayakanur,1,MDU,Madurai Junction,
MDU,Madurai Junction–Bodinayakanur,2,VAJ,Vadapalanji,
MDU,Madurai Junction–Bodinayakanur,3,USLP,Usilampatti,
MDU,Madurai Junction–Bodinayakanur,4,ADPT,Andipatti,
MDU,Madurai Junction–Bodinayakanur,5,TENI,Theni,
MDU,Madurai Junction–Bodinayakanur,6,BDNK,Bodinayakanur,
MDU,Vanchi Maniyachchi Junction – Tuticorin,1,MEJ,Vanchi Maniyachchi Junction,
MDU,Vanchi Maniyachchi Junction – Tuticorin,2,KLPM,Kailasapuram,
MDU,Vanchi Maniyachchi Junction – Tuticorin,3,TIP,Tattapparai,
MDU,Vanchi Maniyachchi Junction – Tuticorin,4,MVN,Milavittan,
MDU,Vanchi Maniyachchi Junction – Tuticorin,5,TME,Tuti Melur,
MDU,Vanchi Maniyachchi Junction – Tuticorin,6,TN,Tuticorin,
MDU,Manamadurai-Virudhunagar,1,MNM,Manamadurai Junction,
MDU,Manamadurai-Virudhunagar,2,NKK,Narikkudi,
MDU,Manamadurai-Virudhunagar,3,TCH,Tiruchchuli,
MDU,Manamadurai-Virudhunagar,4,APK,Aruppukkottai,
MDU,Manamadurai-Virudhunagar,5,VPT,Virudhunagar Junction,
MDU,Manamadurai-Trichy (via Karaikkudi),1,MNM,Manamadurai Junction,
MDU,Manamadurai-Trichy (via Karaikkudi),2,MEKM,Melakkonnakkulam,
MDU,Manamadurai-Trichy (via Karaikkudi),3,SVGA,Sivaganga,
MDU,Manamadurai-Trichy (via Karaikkudi),4,PNGI,Panangudi,
MDU,Manamadurai-Trichy (via Karaikkudi),5,KAL,Kallal,
MDU,Manamadurai-Trichy (via Karaikkudi),6,DKO,Devakottai Road,
MDU,Manamadurai-Trichy (via Karaikkudi),7,KKDI,Karaikkudi Junction,
MDU,Manamadurai-Trichy (via Karaikkudi),8,KTYR,Kottaiyur,
MDU,Manamadurai-Trichy (via Karaikkudi),9,CTND,Chettinad,
MDU,Manamadurai-Trichy (via Karaikkudi),10,TYM,Tirumayam,
MDU,Manamadurai-Trichy (via Karaikkudi),11,NMN,Namanasamudram,
MDU,Manamadurai-Trichy (via Karaikkudi),12,PDKT,Pudukkottai,
MDU,Manamadurai-Trichy (via Karaikkudi),13,VEL,Vellanur,
MDU,Manamadurai-Trichy (via Karaikkudi),14,KRUR,Keeranur,
MDU,Manamadurai-Trichy (via Karaikkudi),15,KRMG,Kumaramangalam,
MDU,Manamadurai-Trichy (via Karaikkudi),16,TPJ,Tiruchirappalli Junction,
TRICHY,Villupuram-Trichy Chord,1,VM,Villupuram Junction,
TRICHY,Villupuram-Trichy Chord,2,TVNL,Tiruvennainallur,
TRICHY,Villupuram-Trichy Chord,3,PRT,Panruti,
TRICHY,Villupuram-Trichy Chord,4,ULU,Ulundurpet,
TRICHY,Villupuram-Trichy Chord,5,PVN,Puvanur,
TRICHY,Villupuram-Trichy Chord,6,VRI,Vridhachalam Junction,
TRICHY,Villupuram-Trichy Chord,7,VRT,Vriddhachalam Town,
TRICHY,Villupuram-Trichy Chord,8,PNDM,Pennadam,
TRICHY,Villupuram-Trichy Chord,9,ICG,Ichchangadu,
TRICHY,Villupuram-Trichy Chord,10,MTUR,Mathur,
TRICHY,Villupuram-Trichy Chord,11,SNDI,Sendurai,
TRICHY,Villupuram-Trichy Chord,12,ALU,Ariyalur,
TRICHY,Villupuram-Trichy Chord,13,SLTH,Sillakkudi,
TRICHY,Villupuram-Trichy Chord,14,KLGM,Kallagam,
TRICHY,Villupuram-Trichy Chord,15,KKPM,Kallakkudi Palanganatham,
TRICHY,Villupuram-Trichy Chord,16,PMB,Pullambadi,
TRICHY,Villupuram-Trichy Chord,17,KTTR,Kattur,
TRICHY,Villupuram-Trichy Chord,18,LLI,Lalgudi,
TRICHY,Villupuram-Trichy Chord,19,VLDE,Valadi,
TRICHY,Villupuram-Trichy Chord,20,BXS,Pichchandarkovil,
TRICHY,Villupuram-Trichy Chord,21,UKV,Gullivaram,
TRICHY,Villupuram-Trichy Chord,22,SRGM,Srirangam,
TRICHY,Villupuram-Trichy Chord,23,TPTN,Tiruchchirappalli Town,
TRICHY,Villupuram-Trichy Chord,24,GOC,Ponmalai,
TRICHY,Villupuram-Trichy Chord,25,TPJ,Tiruchirappalli Junction,
TRICHY,Main Line (VM-MV-TPJ),1,VM,Villupuram Junction,
TRICHY,Main Line (VM-MV-TPJ),2,VRA,Valavanur,
TRICHY,Main Line (VM-MV-TPJ),3,TDPR,Tirupadripulyur,
TRICHY,Main Line (VM-MV-TPJ),4,CUPJ,Cuddalore Port Junction,
TRICHY,Main Line (VM-MV-TPJ),5,ALP,Alapakam,
TRICHY,Main Line (VM-MV-TPJ),6,PO,Parangipettai,
TRICHY,Main Line (VM-MV-TPJ),7,KII,Kille,
TRICHY,Main Line (VM-MV-TPJ),8,CDM,Chidambaram,
TRICHY,Main Line (VM-MV-TPJ),9,VMP,Vallampadugai,
TRICHY,Main Line (VM-MV-TPJ),10,CLN,Kollidam,
TRICHY,Main Line (VM-MV-TPJ),11,SY,Sirkazhi,
TRICHY,Main Line (VM-MV-TPJ),12,VDL,Vaithisvarankoil,
TRICHY,Main Line (VM-MV-TPJ),13,ANP,Anandatandavapuram,
TRICHY,Main Line (VM-MV-TPJ),14,NID,Nidur,
TRICHY,Main Line (VM-MV-TPJ),15,MV,Mayiladuthurai Junction,
TRICHY,Main Line (VM-MV-TPJ),16,KTM,Kutralam,
TRICHY,Main Line (VM-MV-TPJ),17,NPT,Narasingampettai,
TRICHY,Main Line (VM-MV-TPJ),18,ADT,Aduturai,
TRICHY,Main Line (VM-MV-TPJ),19,TRM,Tiruvidaimarudur,
TRICHY,Main Line (VM-MV-TPJ),20,TRR,Tirunagesvaram,
TRICHY,Main Line (VM-MV-TPJ),21,KMU,Kumbakonam,
TRICHY,Main Line (VM-MV-TPJ),22,DSM,Darasuram,
TRICHY,Main Line (VM-MV-TPJ),23,SWI,Swamimalai,
TRICHY,Main Line (VM-MV-TPJ),24,SPL,Sundaraperumal Kovil,
TRICHY,Main Line (VM-MV-TPJ),25,PML,Papanasam,
TRICHY,Main Line (VM-MV-TPJ),26,PDV,Pandaravadai,
TRICHY,Main Line (VM-MV-TPJ),27,AZP,Ayyampet,
TRICHY,Main Line (VM-MV-TPJ),28,PVL,Pasupatikovil,
TRICHY,Main Line (VM-MV-TPJ),29,TT,Titte,
TRICHY,Main Line (VM-MV-TPJ),30,TJ,Thanjavur Junction,
TRICHY,Main Line (VM-MV-TPJ),31,ALK,Alakkudi,
TRICHY,Main Line (VM-MV-TPJ),32,BAL,Budalur,
TRICHY,Main Line (VM-MV-TPJ),33,AYN,Aiyanapuram,
TRICHY,Main Line (VM-MV-TPJ),34,SGM,Solagampatti,
TRICHY,Main Line (VM-MV-TPJ),35,TOM,Tondamanpatti,
TRICHY,Main Line (VM-MV-TPJ),36,TRB,Tiruverumbur,
TRICHY,Main Line (VM-MV-TPJ),37,MCJ,Manjattidal,
TRICHY,Main Line (VM-MV-TPJ),38,GOC,Ponmalai,
TRICHY,Main Line (VM-MV-TPJ),39,TPJ,Tiruchirappalli Junction,
TRICHY,Thanjavur-Karaikal-Velankanni,1,TJ,Thanjavur Junction,
TRICHY,Thanjavur-Karaikal-Velankanni,2,KXO,Kudikadu,
TRICHY,Thanjavur-Karaikal-Velankanni,3,SMM,Saliyamangalam,
TRICHY,Thanjavur-Karaikal-Velankanni,4,AMT,Ammapet,
TRICHY,Thanjavur-Karaikal-Velankanni,5,KYV,Koyilvenni,
TRICHY,Thanjavur-Karaikal-Velankanni,6,NMJ,Nidamangalam Junction,
TRICHY,Thanjavur-Karaikal-Velankanni,7,KDE,Koradacheri,
TRICHY,Thanjavur-Karaikal-Velankanni,8,TMU,Tirumanthikunam,
TRICHY,Thanjavur-Karaikal-Velankanni,9,KU,Kulikarai,
TRICHY,Thanjavur-Karaikal-Velankanni,10,TVR,Thiruvarur Junction,
TRICHY,Thanjavur-Karaikal-Velankanni,11,AYM,Adiyakkamangalam,
TRICHY,Thanjavur-Karaikal-Velankanni,12,KOQ,Kuthur,
TRICHY,Thanjavur-Karaikal-Velankanni,13,SKK,Sikkal,
TRICHY,Thanjavur-Karaikal-Velankanni,14,NGT,Nagapattinam,
TRICHY,Thanjavur-Karaikal-Velankanni,15,APE,Andanappettai,
TRICHY,Thanjavur-Karaikal-Velankanni,16,NCR,Nagore,
TRICHY,Thanjavur-Karaikal-Velankanni,17,TMPT,Tirumalairayanpattinam,
TRICHY,Thanjavur-Karaikal-Velankanni,18,KIK,Karaikal,
TRICHY,Thanjavur-Karaikal-Velankanni,19,VLNK,Velankanni,
TRICHY,Villupuram-Katpadi Branch,1,VM,Villupuram Junction,
TRICHY,Villupuram-Katpadi Branch,2,VKM,Venkatesapuram,
TRICHY,Villupuram-Katpadi Branch,3,MMP,Mambalappattu,
TRICHY,Villupuram-Katpadi Branch,4,AYD,Ayandur,
TRICHY,Villupuram-Katpadi Branch,5,TRK,Tirukkovilur,
TRICHY,Villupuram-Katpadi Branch,6,ACN,Adhichchanur,
TRICHY,Villupuram-Katpadi Branch,7,AND,Andampalayam,
TRICHY,Villupuram-Katpadi Branch,8,TNI,Tandarai,
TRICHY,Villupuram-Katpadi Branch,9,TNM,Tiruvannamalai,
TRICHY,Villupuram-Katpadi Branch,10,TJM,Turinjapuram,
TRICHY,Villupuram-Katpadi Branch,11,AGM,Agaram Sibbandi,
TRICHY,Villupuram-Katpadi Branch,12,PRL,Polur,
TRICHY,Villupuram-Katpadi Branch,13,ARV,Arni Road,
TRICHY,Villupuram-Katpadi Branch,14,MCL,Madimangalam,
TRICHY,Villupuram-Katpadi Branch,15,SDPT,Sedarappattu,
TRICHY,Villupuram-Katpadi Branch,16,OPM,Onnupuram,
TRICHY,Villupuram-Katpadi Branch,17,KMM,Kannamangalam,
TRICHY,Villupuram-Katpadi Branch,18,KNB,Kaniyambadi,
TRICHY,Villupuram-Katpadi Branch,19,PNTR,Pennathur,
TRICHY,Villupuram-Katpadi Branch,20,VLR,Vellore Cantt,
TRICHY,Villupuram-Katpadi Branch,21,KPD,Katpadi Junction,
TRICHY,Karaikkudi-Tiruvarur,1,KKDI,Karaikkudi Junction,
TRICHY,Karaikkudi-Tiruvarur,2,KNPL,Kandanur Puduvayal,
TRICHY,Karaikkudi-Tiruvarur,3,VMM,Valaramanikkam,
TRICHY,Karaikkudi-Tiruvarur,4,ATQ,Arantangi,
TRICHY,Karaikkudi-Tiruvarur,5,AYI,Ayingudi,
TRICHY,Karaikkudi-Tiruvarur,6,PVI,Peravurani,
TRICHY,Karaikkudi-Tiruvarur,7,PKT,Pattukottai,
TRICHY,Karaikkudi-Tiruvarur,8,AMM,Adirampattinam,
TRICHY,Karaikkudi-Tiruvarur,9,MTT,Mutupet,
TRICHY,Karaikkudi-Tiruvarur,10,TAM,Tillaivilagam,
TRICHY,Karaikkudi-Tiruvarur,11,TTP,Tiruturaipundi Junction,
TRICHY,Karaikkudi-Tiruvarur,12,ATB,Alattambadi,
TRICHY,Karaikkudi-Tiruvarur,13,MNLI,Manali Halt,
TRICHY,Karaikkudi-Tiruvarur,14,AMNR,Ammanur,
TRICHY,Karaikkudi-Tiruvarur,15,TNK,Tirunellikaval,
TRICHY,Karaikkudi-Tiruvarur,16,MARD,Mavur Road,
TRICHY,Karaikkudi-Tiruvarur,17,MAX,Mangudi,
TRICHY,Karaikkudi-Tiruvarur,18,TVR,Thiruvarur Junction,
TRICHY,Villupuram-Puducherry,1,VM,Villupuram Junction,
TRICHY,Villupuram-Puducherry,2,CBU,Chinna Babu Samudram,
TRICHY,Villupuram-Puducherry,3,VI,Villianur,
TRICHY,Villupuram-Puducherry,4,PDY,Puducherry,
TRICHY,Nidamangalam-Mannargudi,1,NMJ,Nidamangalam Junction,
TRICHY,Nidamangalam-Mannargudi,2,MQ,Mannargudi,
TRICHY,Mayiladuthurai to Thiruvarur,1,MV,Mayiladuturai Junction,
TRICHY,Mayiladuthurai to Thiruvarur,2,PEM,Peralam Junction,
TRICHY,Mayiladuthurai to Thiruvarur,3,POM,Punthottam,
TRICHY,Mayiladuthurai to Thiruvarur,4,NNM,Nannilam,
TRICHY,Mayiladuthurai to Thiruvarur,5,TVR,Thiruvarur Junction,
